call_sign,name,maidenhead,address,lat,long,web_url,email
LA4O,Oslo,,,,,https://la4o.no
LA2T,Trondheim,,,,,
LA1T,Tønsberg,,,,,https://la1t.no
LA4A,Arendal,,,,,
,,,,,,
,,,,,,
